block_id,no_items,worth_week1,worth_week2,worth_week3
959,8,2744.0,2320.0,3649.0
2466,7,2742.0,5126.0,3832.0
1264,5,2742.0,1999.0,2125.0
2434,6,2740.0,2737.0,2917.0
1540,3,2738.0,3418.0,2778.0
2738,1,2738.0,2738.0,2738.0
1467,5,2737.0,2653.0,4471.0
886,7,2735.0,2562.0,1600.0
268,9,2735.0,2983.0,2285.0
350,4,2734.0,5910.0,3391.0
2642,2,2733.0,2733.0,2655.0
603,1,2731.0,3665.0,5378.0
641,3,2731.0,2452.0,3755.0
2063,8,2728.0,2986.0,3133.0
1848,10,2726.0,2477.0,2285.0
774,5,2726.0,3008.0,2205.0
2724,1,2724.0,2724.0,2724.0
977,6,2724.0,3143.0,2215.0
2723,1,2723.0,2723.0,2723.0
424,5,2720.0,2231.0,1907.0
1548,6,2720.0,2272.0,2424.0
2277,2,2718.0,2433.0,2536.0
1523,4,2718.0,2808.0,2075.0
2716,1,2716.0,2716.0,2716.0
2129,8,2715.0,2530.0,2457.0
981,6,2713.0,2806.0,2115.0
2711,3,2711.0,2711.0,2711.0
265,3,2711.0,2663.0,1976.0
929,10,2709.0,2313.0,1603.0
2554,3,2706.0,2706.0,2722.0
1271,7,2705.0,2412.0,2173.0
1744,6,2699.0,2260.0,2187.0
2698,1,2698.0,2698.0,2698.0
667,2,2696.0,1796.0,1359.0
2694,1,2694.0,2694.0,2694.0
935,3,2693.0,2013.0,1662.0
2657,1,2693.0,2675.0,2693.0
1947,2,2692.0,2893.0,3021.0
707,5,2690.0,2950.0,3815.0
2402,4,2689.0,2725.0,2671.0
2448,3,2688.0,2718.0,3133.0
2684,8,2684.0,2684.0,2684.0
357,9,2684.0,2439.0,2018.0
923,8,2684.0,2455.0,2430.0
2682,2,2682.0,2682.0,2682.0
1773,6,2680.0,2674.0,2913.0
2399,2,2679.0,2499.0,2429.0
2468,4,2678.0,2538.0,2498.0
2287,5,2677.0,2786.0,2737.0
66,8,2676.0,2665.0,2501.0
768,3,2675.0,2276.0,2296.0
2435,1,2674.0,2530.0,2475.0
975,7,2674.0,2886.0,2417.0
1370,3,2673.0,2879.0,2602.0
2180,4,2673.0,2569.0,2699.0
2542,2,2669.0,2765.0,2693.0
2463,7,2668.0,2692.0,2642.0
1203,2,2666.0,2343.0,1928.0
2486,1,2666.0,2522.0,2558.0
1766,1,2664.0,3204.0,2844.0
28,8,2664.0,1864.0,1656.0
305,9,2663.0,3739.0,3300.0
2024,3,2662.0,2526.0,2120.0
2353,3,2659.0,2683.0,2453.0
1094,5,2658.0,2065.0,2185.0
1519,9,2657.0,5287.0,5591.0
1506,1,2655.0,2555.0,2305.0
378,5,2655.0,2136.0,1936.0
995,4,2653.0,3790.0,3634.0
1623,4,2651.0,2751.0,2653.0
2111,4,2650.0,2261.0,2351.0
2030,4,2649.0,6894.0,4447.0
1456,4,2648.0,2594.0,2057.0
1507,10,2646.0,2687.0,2975.0
1927,4,2646.0,2500.0,2864.0
1455,8,2646.0,2783.0,2238.0
240,7,2646.0,2506.0,1349.0
1009,9,2646.0,2223.0,1724.0
2239,7,2642.0,3045.0,2827.0
2641,2,2641.0,2641.0,2641.0
1661,9,2641.0,3316.0,3189.0
1591,5,2640.0,2290.0,2011.0
1302,10,2638.0,3084.0,3415.0
2637,1,2637.0,2637.0,2637.0
1449,6,2634.0,2400.0,2275.0
1286,7,2634.0,2453.0,2207.0
2633,4,2633.0,2633.0,2633.0
570,8,2633.0,2993.0,2717.0
2631,1,2631.0,2631.0,2631.0
2060,2,2631.0,6069.0,5307.0
1379,5,2630.0,2662.0,2648.0
1843,3,2629.0,2923.0,4094.0
1490,7,2628.0,2209.0,1879.0
34,9,2627.0,2329.0,860.0
2627,3,2627.0,2627.0,2673.0
1667,2,2627.0,2244.0,2138.0
2587,6,2627.0,2607.0,2607.0
1235,10,2622.0,2820.0,2750.0
853,5,2620.0,2329.0,1923.0
182,3,2620.0,1710.0,839.0
1083,9,2618.0,14914.0,9215.0
2230,4,2614.0,2920.0,2884.0
2407,2,2614.0,2659.0,2522.0
1565,1,2613.0,2434.0,2314.0
1442,6,2612.0,10125.0,12167.0
426,4,2607.0,13889.0,5939.0
1270,6,2605.0,2192.0,2031.0
1627,4,2605.0,2246.0,2166.0
1894,5,2605.0,2460.0,2573.0
1846,6,2604.0,3039.0,3115.0
1885,4,2604.0,2784.0,2664.0
1210,10,2604.0,4917.0,6454.0
2460,2,2602.0,2714.0,2615.0
2459,9,2602.0,2527.0,2563.0
2165,9,2601.0,3222.0,3239.0
1999,4,2599.0,2632.0,2726.0
2576,3,2599.0,2576.0,2576.0
626,9,2598.0,1888.0,1641.0
1175,10,2592.0,2614.0,2127.0
2192,3,2592.0,2592.0,2392.0
1003,1,2592.0,3012.0,3102.0
1779,7,2589.0,2209.0,2539.0
1688,5,2587.0,2168.0,2048.0
2479,3,2587.0,2605.0,2605.0
2586,1,2586.0,2586.0,2586.0
2584,4,2584.0,2584.0,2584.0
2428,1,2584.0,2506.0,2428.0
2551,3,2583.0,2551.0,2551.0
206,5,2579.0,3295.0,3351.0
464,9,2578.0,2258.0,3046.0
340,6,2578.0,2900.0,2980.0
811,5,2578.0,2981.0,3363.0
1395,9,2574.0,2616.0,2263.0
1191,4,2574.0,2912.0,3816.0
1639,8,2574.0,2935.0,3212.0
1431,5,2573.0,2106.0,1950.0
2209,7,2572.0,5944.0,3317.0
1535,1,2572.0,2353.0,2393.0
105,7,2571.0,1594.0,5425.0
2190,6,2571.0,2426.0,2501.0
1350,5,2570.0,1999.0,1869.0
1991,4,2568.0,2372.0,2212.0
2568,1,2568.0,2568.0,2568.0
2567,6,2567.0,2567.0,2567.0
1238,6,2566.0,3226.0,3284.0
1541,10,2564.0,3030.0,3029.0
2562,3,2562.0,2562.0,2562.0
2560,1,2560.0,2560.0,2560.0
1607,3,2560.0,2386.0,1982.0
2559,1,2559.0,2559.0,2559.0
1958,4,2558.0,2358.0,2118.0
2485,1,2557.0,2557.0,2521.0
369,10,2554.0,2047.0,1523.0
2550,3,2550.0,2550.0,2550.0
1952,1,2549.0,2342.0,2273.0
2217,5,2546.0,2636.0,2682.0
1197,2,2546.0,2296.0,2446.0
2234,3,2545.0,2778.0,3063.0
1704,8,2543.0,2610.0,2443.0
2540,1,2540.0,2540.0,2540.0
2537,1,2537.0,2537.0,2537.0
2027,2,2536.0,2147.0,2147.0
1021,10,2534.0,2469.0,2658.0
865,8,2531.0,3976.0,3778.0
1624,5,2530.0,2546.0,2893.0
2529,1,2529.0,2529.0,2529.0
1839,8,2529.0,2217.0,2496.0
1355,5,2526.0,2347.0,2233.0
2524,3,2524.0,2524.0,6220.0
1556,6,2524.0,2521.0,2946.0
120,6,2518.0,3326.0,2674.0
1024,3,2514.0,5249.0,2971.0
1612,6,2514.0,1961.0,4689.0
2351,5,2509.0,2603.0,2636.0
2507,1,2507.0,2507.0,2507.0
1827,7,2506.0,1947.0,1977.0
741,2,2506.0,2739.0,2765.0
619,7,2505.0,1594.0,2131.0
408,7,2502.0,2831.0,2642.0
2502,1,2502.0,2502.0,2502.0
1423,6,2502.0,2981.0,2619.0
761,9,2501.0,2656.0,2766.0
2501,3,2501.0,2501.0,2501.0
793,6,2500.0,2402.0,2171.0
2499,1,2499.0,2499.0,2499.0
318,4,2498.0,4288.0,3925.0
2366,7,2498.0,3162.0,2670.0
2146,3,2497.0,2337.0,2178.0
920,3,2497.0,1698.0,2010.0
1602,5,2497.0,2533.0,2904.0
1987,2,2496.0,2706.0,2856.0
2496,2,2496.0,2496.0,2496.0
2494,3,2494.0,2514.0,2514.0
819,1,2491.0,2520.0,2013.0
1644,7,2488.0,2209.0,2381.0
1503,5,2488.0,2550.0,2221.0
2408,1,2488.0,2456.0,2472.0
1151,3,2487.0,2378.0,2069.0
1470,7,2486.0,2608.0,2935.0
2361,1,2481.0,2721.0,2601.0
1769,6,2480.0,2832.0,2269.0
2168,4,2479.0,2479.0,2492.0
2437,3,2477.0,2469.0,2477.0
2395,3,2477.0,5103.0,2459.0
1036,1,2473.0,2914.0,2927.0
2413,1,2473.0,2443.0,2443.0
1277,10,2472.0,2399.0,2076.0
1717,10,2472.0,2889.0,2528.0
1568,10,2470.0,2362.0,2206.0
1248,9,2469.0,2752.0,3096.0
2221,6,2466.0,2484.0,2407.0
2455,8,2465.0,2475.0,2465.0
2100,1,2463.0,2619.0,2437.0
1665,3,2462.0,2622.0,2526.0
1113,7,2462.0,2570.0,3296.0
2461,1,2461.0,2461.0,2461.0
1110,10,2457.0,2794.0,3065.0
270,8,2456.0,2092.0,1411.0
2227,5,2453.0,2427.0,2503.0
2075,4,2451.0,2244.0,2626.0
1172,7,2451.0,3267.0,4139.0
1373,6,2450.0,2476.0,2386.0
1781,1,2447.0,2286.0,2171.0
594,8,2446.0,2153.0,2262.0
1488,9,2441.0,2339.0,2462.0
2051,6,2440.0,2233.0,2273.0
1451,3,2439.0,2200.0,2050.0
1330,10,2438.0,3248.0,2804.0
2436,1,2436.0,2436.0,2436.0
705,10,2432.0,2137.0,1767.0
1132,10,2431.0,2613.0,2058.0
2431,2,2431.0,2431.0,2431.0
1928,6,2427.0,2374.0,2417.0
59,9,2426.0,3557.0,3428.0
149,2,2425.0,1856.0,1269.0
2201,6,2425.0,2541.0,2568.0
692,7,2421.0,3786.0,4104.0
1982,1,2421.0,2222.0,2302.0
2421,1,2421.0,2421.0,2421.0
2202,6,2421.0,2371.0,2411.0
1757,7,2419.0,2168.0,1963.0
723,7,2419.0,1222.0,1254.0
2329,6,2418.0,2403.0,2374.0
2415,1,2415.0,2415.0,2415.0
1250,4,2415.0,11246.0,1827.0
1993,4,2414.0,2239.0,2112.0
2313,3,2413.0,2453.0,3710.0
1711,7,2411.0,3206.0,1790.0
497,6,2409.0,1926.0,2281.0
2406,1,2406.0,2406.0,2406.0
2323,4,2402.0,2339.0,2371.0
801,3,2401.0,2848.0,2329.0
2182,1,2397.0,2362.0,2397.0
2381,2,2397.0,2389.0,2389.0
1046,2,2395.0,1747.0,1747.0
1613,6,2391.0,5487.0,2291.0
1916,4,2391.0,2414.0,2171.0
1628,4,2390.0,2315.0,2068.0
2373,4,2389.0,2373.0,2373.0
743,4,2388.0,2418.0,2628.0
1189,4,2387.0,5625.0,5698.0
1675,4,2386.0,4707.0,4192.0
2345,4,2385.0,2425.0,2465.0
2385,1,2385.0,2385.0,2385.0
1796,6,2382.0,2298.0,2264.0
2380,3,2380.0,2380.0,2380.0
2140,5,2380.0,2276.0,2140.0
2379,7,2379.0,2379.0,2379.0
2328,7,2378.0,2328.0,2328.0
2283,2,2378.0,2355.0,2315.0
2258,2,2378.0,2298.0,2334.0
2375,1,2375.0,2375.0,2375.0
2174,4,2374.0,4338.0,2556.0
1007,6,2372.0,2609.0,2341.0
2326,4,2372.0,2441.0,2372.0
1206,7,2370.0,2406.0,2312.0
934,2,2370.0,2609.0,1955.0
1653,6,2370.0,2492.0,2312.0
1450,5,2369.0,5401.0,3695.0
1919,4,2369.0,1919.0,1919.0
1234,5,2367.0,2738.0,2332.0
2002,1,2365.0,2443.0,2132.0
1622,9,2363.0,2773.0,2320.0
2197,3,2363.0,2446.0,2283.0
111,5,2363.0,2639.0,2090.0
1663,3,2363.0,2219.0,1860.0
2211,3,2361.0,4208.0,3899.0
2360,1,2360.0,2360.0,2360.0
1439,8,2360.0,6990.0,1941.0
210,7,2356.0,3684.0,879.0
2332,1,2356.0,2338.0,2362.0
1745,3,2355.0,1924.0,2014.0
2204,2,2354.0,2444.0,2294.0
2040,2,2351.0,2481.0,2429.0
311,4,2351.0,2594.0,2337.0
2270,3,2350.0,2318.0,2310.0
1452,9,2350.0,2064.0,2541.0
2350,1,2350.0,2350.0,2350.0
2349,2,2349.0,2349.0,2349.0
1310,4,2347.0,2048.0,1595.0
687,8,2346.0,9186.0,3381.0
1574,3,2342.0,2732.0,2952.0
1111,10,2340.0,2619.0,2170.0
698,3,2339.0,3444.0,3247.0
2337,2,2337.0,2337.0,2337.0
2018,2,2337.0,2289.0,2305.0
2225,7,2335.0,2245.0,2225.0
2333,3,2333.0,4130.0,4040.0
286,2,2333.0,2293.0,2952.0
50,10,2331.0,2213.0,2070.0
1821,3,2330.0,2180.0,2360.0
18,5,2330.0,5015.0,3177.0
1483,2,2328.0,2041.0,2009.0
1163,2,2327.0,2232.0,2008.0
1921,3,2325.0,2298.0,2270.0
2324,1,2324.0,2324.0,2324.0
755,5,2322.0,1861.0,1449.0
1567,4,2322.0,1864.0,1800.0
778,3,2317.0,1916.0,1860.0
724,9,2314.0,1321.0,1272.0
1676,6,2314.0,3861.0,3263.0
1436,6,2313.0,2329.0,2584.0
1831,2,2310.0,2489.0,1931.0
231,3,2308.0,1895.0,1450.0
656,10,2308.0,2376.0,1821.0
1401,9,2306.0,2645.0,2334.0
1019,1,2304.0,2052.0,2098.0
1461,8,2300.0,2276.0,2236.0
2049,1,2299.0,2199.0,2299.0
1010,2,2298.0,1968.0,1280.0
1687,2,2296.0,2196.0,2006.0
1791,6,2296.0,2434.0,2457.0
1063,8,2294.0,4064.0,4929.0
2125,1,2293.0,2229.0,2190.0
2242,5,2290.0,2298.0,2266.0
1288,6,2289.0,2409.0,1655.0
1907,3,2286.0,2266.0,2206.0
2244,4,2284.0,2284.0,2284.0
2042,7,2282.0,2162.0,2282.0
169,9,2281.0,5201.0,2093.0
2280,1,2280.0,2280.0,2280.0
1934,5,2276.0,2216.0,2157.0
697,8,2275.0,1537.0,1808.0
2275,1,2275.0,2275.0,2275.0
2119,4,2274.0,2158.0,2184.0
2271,1,2271.0,2271.0,2271.0
1215,8,2270.0,2071.0,1997.0
1031,10,2270.0,2252.0,2747.0
2247,4,2267.0,2287.0,2297.0
745,6,2262.0,2333.0,5943.0
2052,2,2259.0,2293.0,2131.0
1478,10,2257.0,1897.0,1818.0
1772,4,2257.0,2670.0,2562.0
2256,1,2256.0,2256.0,2256.0
1841,1,2256.0,2415.0,2527.0
2255,1,2255.0,2255.0,2255.0
1956,3,2255.0,2404.0,2165.0
1920,6,2254.0,2151.0,2006.0
438,7,2254.0,2236.0,2715.0
189,8,2253.0,2319.0,1819.0
1867,5,2249.0,2930.0,2406.0
2169,1,2249.0,3094.0,2679.0
854,9,2248.0,2350.0,2280.0
1998,5,2248.0,2248.0,2098.0
2248,2,2248.0,2248.0,2248.0
419,9,2245.0,4286.0,4240.0
890,7,2242.0,2074.0,1846.0
2047,4,2241.0,2215.0,2228.0
2041,5,2241.0,2081.0,2121.0
456,6,2241.0,1504.0,1287.0
787,9,2238.0,2042.0,1918.0
2237,1,2237.0,2237.0,2237.0
376,4,2235.0,2557.0,2464.0
643,8,2235.0,2052.0,1473.0
302,9,2232.0,2872.0,2804.0
1834,10,2232.0,2549.0,2799.0
1200,6,2224.0,6371.0,4620.0
1384,9,2223.0,1923.0,1923.0
945,7,2222.0,1883.0,2421.0
2020,1,2220.0,2380.0,2499.0
1978,4,2218.0,2378.0,2378.0
1375,8,2216.0,2232.0,1869.0
1279,6,2216.0,4526.0,3449.0
968,9,2215.0,2155.0,1936.0
1096,7,2215.0,2322.0,1916.0
1673,9,2213.0,1973.0,2153.0
2213,3,2213.0,2213.0,2213.0
1897,3,2213.0,2529.0,2417.0
1608,5,2203.0,2351.0,2465.0
1429,6,2201.0,2599.0,2471.0
161,1,2198.0,2438.0,2638.0
939,8,2198.0,2209.0,1744.0
2191,1,2191.0,2191.0,2191.0
1126,1,2190.0,1567.0,1619.0
1782,3,2189.0,2269.0,2014.0
151,9,2187.0,2179.0,841.0
1048,7,2186.0,3492.0,3887.0
1690,3,2184.0,2057.0,2137.0
1898,7,2181.0,2154.0,2051.0
1694,4,2179.0,2500.0,1797.0
1684,1,2178.0,2131.0,2226.0
2172,3,2172.0,2172.0,2172.0
2151,2,2172.0,2291.0,2171.0
1951,6,2167.0,2408.0,2167.0
1864,9,2167.0,2113.0,2131.0
2166,6,2166.0,2166.0,2166.0
97,6,2163.0,1954.0,2473.0
2132,2,2158.0,2288.0,2158.0
2157,2,2157.0,2197.0,2157.0
148,8,2156.0,2178.0,2230.0
2156,2,2156.0,2156.0,2500.0
670,4,2155.0,1843.0,925.0
1066,8,2153.0,2242.0,1457.0
638,6,2153.0,1606.0,1885.0
1134,3,2152.0,6934.0,3040.0
1502,1,2151.0,1552.0,2151.0
652,6,2150.0,1431.0,1919.0
696,2,2149.0,2491.0,2253.0
234,5,2147.0,10947.0,8286.0
462,6,2145.0,2257.0,1965.0
1192,8,2144.0,2621.0,2290.0
844,10,2142.0,1214.0,1303.0
494,9,2142.0,2028.0,1860.0
575,6,2140.0,2112.0,3604.0
61,7,2139.0,2319.0,940.0
2138,2,2138.0,2138.0,2138.0
2016,7,2136.0,2016.0,2056.0
668,5,2135.0,2323.0,2002.0
1803,2,2135.0,2172.0,2247.0
1293,9,2135.0,2195.0,1991.0
1977,1,2133.0,2055.0,2029.0
1649,4,2132.0,2220.0,2166.0
2127,1,2127.0,2127.0,2127.0
1420,5,2125.0,1821.0,2421.0
630,2,2123.0,2255.0,2051.0
445,7,2122.0,1926.0,1609.0
997,3,2121.0,1863.0,1674.0
2121,1,2121.0,2121.0,2121.0
1970,4,2120.0,2120.0,2020.0
1997,4,2117.0,2256.0,2277.0
1171,7,2115.0,2471.0,2626.0
1196,1,2114.0,1540.0,1357.0
1077,3,2107.0,1883.0,1838.0
2105,2,2105.0,2105.0,2105.0
1785,2,2104.0,1905.0,1965.0
253,8,2102.0,4901.0,3108.0
2101,1,2101.0,2101.0,2101.0
838,7,2096.0,5554.0,3932.0
1266,8,2094.0,1930.0,1563.0
2044,4,2094.0,2094.0,2044.0
488,10,2093.0,3085.0,2789.0
1491,2,2091.0,1591.0,1591.0
2080,4,2091.0,2080.0,2080.0
1910,1,2090.0,2000.0,2060.0
1851,2,2090.0,2330.0,2330.0
2089,4,2089.0,2089.0,2089.0
1777,4,2085.0,2076.0,1946.0
2083,1,2083.0,2083.0,2083.0
757,7,2079.0,2069.0,1806.0
2079,1,2079.0,2079.0,2079.0
1758,2,2077.0,2077.0,2037.0
1269,8,2077.0,2329.0,1732.0
1328,9,2076.0,3017.0,1839.0
660,10,2076.0,1888.0,1285.0
2074,3,2074.0,2864.0,3277.0
1392,6,2073.0,1931.0,1741.0
1084,2,2072.0,2222.0,1953.0
2069,2,2069.0,2069.0,2069.0
321,10,2068.0,2120.0,1705.0
2055,2,2068.0,2068.0,2068.0
542,8,2063.0,2812.0,2290.0
1895,2,2061.0,1955.0,1915.0
1321,9,2061.0,2397.0,2728.0
1923,1,2053.0,2053.0,2001.0
1872,1,2052.0,1962.0,2067.0
1638,7,2051.0,2059.0,2059.0
1150,1,2051.0,1916.0,1367.0
69,5,2047.0,2443.0,2636.0
2007,1,2047.0,2067.0,2067.0
1941,7,2045.0,2233.0,2007.0
1933,4,2045.0,2559.0,2267.0
2043,1,2043.0,2043.0,2043.0
1414,7,2043.0,1903.0,1811.0
971,4,2042.0,3246.0,4536.0
909,5,2040.0,10398.0,6088.0
1581,6,2040.0,1601.0,1601.0
849,10,2039.0,1993.0,1753.0
1510,1,2038.0,1923.0,1992.0
1819,3,2034.0,2132.0,2007.0
147,4,2033.0,975.0,646.0
1597,2,2031.0,2097.0,2008.0
2031,3,2031.0,2031.0,2031.0
1337,5,2030.0,1760.0,2080.0
673,7,2029.0,1755.0,1773.0
1173,7,2029.0,2231.0,2194.0
1074,8,2028.0,3242.0,4740.0
371,8,2027.0,1993.0,1428.0
1349,4,2027.0,1808.0,1708.0
430,10,2023.0,6556.0,3710.0
139,10,2022.0,1685.0,1547.0
1725,9,2020.0,3595.0,3575.0
1899,4,2019.0,1951.0,2023.0
329,10,2017.0,5884.0,3824.0
2017,2,2017.0,2017.0,2017.0
446,10,2012.0,1563.0,1371.0
29,3,2011.0,1996.0,1726.0
509,5,2011.0,949.0,2931.0
896,6,2009.0,10933.0,5213.0
798,6,2007.0,1573.0,1924.0
1555,4,2004.0,2012.0,4911.0
1976,3,2002.0,2002.0,1976.0
1504,2,1999.0,2253.0,2388.0
1129,5,1999.0,2253.0,2090.0
1339,4,1999.0,2239.0,1884.0
1832,3,1998.0,3491.0,3170.0
950,4,1996.0,1820.0,1740.0
1995,2,1995.0,1995.0,1995.0
310,10,1995.0,1959.0,1335.0
1974,2,1994.0,1974.0,1994.0
377,1,1993.0,1674.0,1215.0
1295,7,1989.0,2049.0,2229.0
1930,3,1988.0,1938.0,1954.0
146,9,1987.0,2409.0,2429.0
659,6,1987.0,2364.0,2759.0
1986,2,1986.0,1986.0,1986.0
1609,2,1986.0,2058.0,2076.0
1985,2,1985.0,1985.0,1985.0
1862,4,1982.0,2062.0,2046.0
901,7,1981.0,3116.0,2134.0
1281,4,1978.0,1780.0,2240.0
1517,4,1976.0,2015.0,1831.0
1040,5,1976.0,1837.0,1727.0
1955,4,1975.0,1975.0,2005.0
1085,5,1975.0,2127.0,1919.0
1811,10,1973.0,1901.0,1973.0
1030,4,1972.0,1827.0,1614.0
1416,8,1972.0,1781.0,1719.0
1689,1,1969.0,1769.0,1769.0
1569,1,1968.0,2248.0,1968.0
1786,1,1968.0,2072.0,1864.0
1044,10,1967.0,6226.0,5315.0
528,4,1967.0,1942.0,1196.0
928,5,1964.0,1563.0,1419.0
1655,4,1964.0,1904.0,1934.0
1963,4,1963.0,1963.0,1963.0
1962,2,1962.0,1962.0,1962.0
1417,5,1958.0,1910.0,1676.0
1957,2,1957.0,1957.0,1957.0
621,2,1956.0,7375.0,5689.0
1278,1,1953.0,1434.0,1512.0
1716,5,1951.0,2844.0,2619.0
1402,5,1950.0,2304.0,1830.0
1426,2,1944.0,1905.0,1646.0
1943,3,1943.0,1943.0,1943.0
543,2,1943.0,1576.0,1851.0
1072,9,1936.0,1938.0,1875.0
17,7,1934.0,1792.0,1790.0
1159,4,1933.0,1925.0,2180.0
1140,9,1932.0,1962.0,2625.0
1931,1,1931.0,1931.0,1931.0
190,10,1927.0,1601.0,1472.0
1122,3,1927.0,1823.0,1983.0
1364,3,1923.0,1903.0,1943.0
1621,3,1920.0,1900.0,2140.0
1566,3,1917.0,2021.0,2007.0
389,10,1917.0,2181.0,1895.0
1915,1,1915.0,1915.0,1915.0
588,6,1915.0,1646.0,1895.0
970,7,1914.0,1868.0,1816.0
1647,2,1912.0,4582.0,2636.0
1055,8,1911.0,1729.0,1697.0
1599,1,1910.0,1910.0,1988.0
727,3,1910.0,2028.0,2195.0
1411,10,1910.0,2813.0,2082.0
1909,3,1909.0,1909.0,1909.0
1549,6,1908.0,1962.0,2034.0
99,7,1908.0,1247.0,1663.0
1178,2,1903.0,1706.0,1508.0
1900,1,1900.0,1900.0,1900.0
1692,1,1899.0,1922.0,2082.0
352,9,1898.0,1443.0,2313.0
1705,6,1896.0,1853.0,1849.0
1816,1,1896.0,1916.0,1896.0
1877,2,1895.0,1877.0,1877.0
178,9,1895.0,3075.0,2582.0
316,5,1894.0,1707.0,1307.0
956,9,1890.0,1441.0,1293.0
1889,5,1889.0,1889.0,1889.0
1859,1,1889.0,1889.0,1889.0
1323,4,1889.0,1668.0,1455.0
1603,6,1888.0,1888.0,2122.0
734,7,1887.0,2278.0,2547.0
1039,5,1886.0,1348.0,1223.0
249,5,1883.0,1261.0,1496.0
1733,3,1883.0,1999.0,1759.0
683,4,1881.0,2300.0,1701.0
1876,2,1876.0,1876.0,1876.0
1194,3,1874.0,1701.0,1409.0
490,7,1870.0,2929.0,1820.0
825,4,1867.0,1625.0,2632.0
1824,1,1864.0,1864.0,1864.0
536,4,1863.0,1444.0,1254.0
1528,3,1862.0,1868.0,1769.0
1861,1,1861.0,1861.0,1861.0
1643,2,1861.0,1772.0,1886.0
742,3,1861.0,1509.0,1158.0
1482,9,1860.0,2100.0,2289.0
1117,6,1859.0,3786.0,2216.0
1855,1,1855.0,1855.0,1855.0
1852,3,1852.0,1852.0,1852.0
1530,2,1851.0,1760.0,1828.0
1849,3,1849.0,1929.0,1881.0
615,5,1849.0,1739.0,2889.0
1199,2,1848.0,1614.0,1874.0
1242,9,1847.0,2070.0,2049.0
1136,5,1843.0,3580.0,2274.0
998,1,1843.0,1205.0,1301.0
1437,8,1843.0,3100.0,3297.0
1419,7,1842.0,1638.0,1628.0
1842,2,1842.0,1842.0,1842.0
1776,2,1840.0,2000.0,1866.0
1550,4,1837.0,2068.0,3023.0
447,7,1836.0,1444.0,503.0
961,10,1835.0,2518.0,2349.0
830,2,1835.0,1744.0,1692.0
1751,6,1833.0,1751.0,1751.0
1459,4,1830.0,1835.0,1572.0
1828,2,1828.0,1828.0,1828.0
372,5,1826.0,1888.0,1503.0
620,5,1826.0,1507.0,1381.0
1190,6,1822.0,1678.0,8146.0
1798,2,1821.0,1798.0,5035.0
1345,3,1820.0,1856.0,1491.0
1333,1,1818.0,2123.0,2320.0
1802,4,1814.0,1802.0,1802.0
1814,7,1814.0,1894.0,2642.0
502,10,1813.0,1681.0,2192.0
1681,6,1811.0,1811.0,1867.0
1767,2,1807.0,1847.0,1767.0
1147,1,1806.0,1746.0,1417.0
1630,2,1805.0,1774.0,1710.0
326,6,1805.0,1779.0,1390.0
1006,4,1804.0,2829.0,2331.0
598,9,1802.0,1982.0,2845.0
410,9,1801.0,1614.0,1195.0
1801,2,1801.0,1801.0,1801.0
1618,1,1798.0,1738.0,1678.0
1564,3,1798.0,1798.0,2181.0
720,4,1798.0,1289.0,1948.0
495,5,1793.0,2059.0,2435.0
1748,3,1788.0,1828.0,1768.0
1787,2,1787.0,1787.0,1787.0
134,5,1786.0,1732.0,2134.0
771,7,1782.0,3349.0,6411.0
1382,4,1781.0,1502.0,1492.0
75,1,1781.0,2145.0,1939.0
791,7,1780.0,1581.0,1128.0
1026,3,1776.0,1361.0,1425.0
559,3,1775.0,1536.0,1906.0
1102,4,1775.0,1478.0,1283.0
1520,3,1772.0,1698.0,1626.0
747,4,1772.0,3767.0,1377.0
1219,7,1772.0,9075.0,6355.0
297,7,1771.0,1438.0,825.0
1770,4,1770.0,1810.0,1778.0
782,5,1769.0,4520.0,3445.0
1727,3,1766.0,1727.0,1753.0
166,6,1764.0,1105.0,925.0
1152,7,1760.0,1559.0,1449.0
1760,1,1760.0,1760.0,1760.0
1611,3,1756.0,3018.0,2042.0
1620,6,1755.0,1873.0,1820.0
259,8,1753.0,3759.0,894.0
1752,2,1752.0,1752.0,1752.0
1680,2,1752.0,1775.0,1783.0
1259,2,1750.0,1438.0,1355.0
1028,10,1747.0,2148.0,2085.0
1004,6,1746.0,3109.0,1283.0
239,5,1744.0,1993.0,2113.0
1326,7,1743.0,1655.0,1696.0
765,7,1742.0,1416.0,1228.0
1095,8,1742.0,12955.0,4659.0
1741,3,1741.0,1741.0,1741.0
1670,3,1739.0,1945.0,1831.0
54,8,1735.0,1851.0,2276.0
1616,5,1732.0,1784.0,1853.0
824,4,1729.0,5281.0,3212.0
625,4,1726.0,1869.0,2047.0
1174,7,1725.0,1518.0,1406.0
525,6,1725.0,1473.0,1385.0
735,3,1723.0,2203.0,3281.0
1723,1,1723.0,1723.0,1723.0
1642,1,1722.0,1642.0,1662.0
1722,1,1722.0,1722.0,1722.0
473,4,1720.0,11049.0,6499.0
1448,9,1715.0,2119.0,1673.0
1193,2,1714.0,1570.0,1612.0
1713,1,1713.0,1713.0,1713.0
1707,1,1707.0,1707.0,1707.0
19,9,1707.0,1496.0,1793.0
1320,5,1705.0,1595.0,1751.0
1702,1,1702.0,1702.0,1702.0
1701,1,1701.0,1701.0,1701.0
1637,8,1700.0,1769.0,2460.0
451,6,1700.0,1869.0,1866.0
23,9,1699.0,2034.0,1874.0
1180,1,1699.0,1699.0,1465.0
1696,2,1696.0,1722.0,1696.0
